debate_id,date,file_name,major_heading_text,colnum,time,url
uk.org.publicwhip/debate/2020-12-09b.941.1,2020-12-09,debates2020-12-09b.xml,Delegated Legislation,941,17:30:00,""
uk.org.publicwhip/debate/2020-12-10b.1037.0,2020-12-10,debates2020-12-10b.xml,United Kingdom Internal Market Bill,1037,13:29:00,""
uk.org.publicwhip/debate/2020-12-17b.448.0,2020-12-17,debates2020-12-17b.xml,Christmas Adjournment,448,14:19:00,""
uk.org.publicwhip/debate/2021-01-18e.637.1,2021-01-18,debates2021-01-18e.xml,Universal Credit and Working Tax Credit,637,16:33:00,""
uk.org.publicwhip/debate/2021-01-20b.954.0,2021-01-20,debates2021-01-20b.xml,Prime Minister,954,"",""
uk.org.publicwhip/debate/2021-02-04b.1178.0,2021-02-04,debates2021-02-04b.xml,Towns Fund,1178,15:15:00,""
uk.org.publicwhip/debate/2021-02-11b.465.3,2021-02-11,debates2021-02-11b.xml,Cabinet Office,465,"",""
uk.org.publicwhip/debate/2021-02-23b.875.1,2021-02-23,debates2021-02-23b.xml,Delegated Legislation,875,18:51:00,""
uk.org.publicwhip/debate/2021-02-25d.1122.0,2021-02-25,debates2021-02-25d.xml,Rough Sleeping,1122,12:20:00,""
uk.org.publicwhip/debate/2021-03-01b.23.0,2021-03-01,debates2021-03-01b.xml,Vauxhall at Ellesmere Port and Battery Manufacturing Strategy,23,15:35:00,""
uk.org.publicwhip/debate/2014-02-05a.262.2,2014-02-05,debates2014-02-05a.xml,PRIME MINISTER,262,11:30:00,"http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140205/debtext/140205-0001.htm#140205-0001.htm_spnew48"
uk.org.publicwhip/debate/2014-03-13b.411.0,2014-03-13,debates2014-03-13b.xml,Business of the House,411,09:30:00,"http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140313/debtext/140313-0001.htm#140313-0001.htm_spnew113"
uk.org.publicwhip/debate/2014-03-26a.329.4,2014-03-26,debates2014-03-26a.xml,WALES,329,11:30:00,"http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140326/debtext/140326-0001.htm#140326-0001.htm_para0"
uk.org.publicwhip/debate/2014-04-08b.101.4,2014-04-08,debates2014-04-08b.xml,FOREIGN AND COMMONWEALTH OFFICE,101,11:30:00,"http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140408/debtext/140408-0001.htm#140408-0001.htm_para0"
uk.org.publicwhip/debate/2014-05-12c.399.1,2014-05-12,debates2014-05-12c.xml,DEFENCE,399,14:30:00,"http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm140512/debtext/140512-0001.htm#skipToContent"
uk.org.publicwhip/debate/2014-06-10c.413.7,2014-06-10,debates2014-06-10c.xml,"BILL PRESENTED
	 — 
	Modern Slavery Bill",413,012:36:00,"http://www.publications.parliament.uk/pa/cm201415/cmhansrd/cm140610/debtext/140610-0001.htm#140610-0001.htm_spnew125"
uk.org.publicwhip/debate/2014-09-08a.633.8,2014-09-08,debates2014-09-08a.xml,COMMUNITIES AND LOCAL GOVERNMENT,633,14:30:00,"http://www.publications.parliament.uk/pa/cm201415/cmhansrd/cm140908/debtext/140908-0001.htm#140908-0001.htm_spnew1"
uk.org.publicwhip/debate/2014-10-13b.24.0,2014-10-13,debates2014-10-13b.xml,Business of the House,24,14:30:00,"http://www.publications.parliament.uk/pa/cm201415/cmhansrd/cm141013/debtext/141013-0001.htm#141013-0001.htm_para11"
uk.org.publicwhip/debate/2014-10-27b.50.3,2014-10-27,debates2014-10-27b.xml,"BILL PRESENTED
	 — 
	International Trade Agreements (Scrutiny)",50,016:54:00,"http://www.publications.parliament.uk/pa/cm201415/cmhansrd/cm141027/debtext/141027-0002.htm#141027-0002.htm_spnew36"
debates2014-12-05a.xml_default,2014-12-05,debates2014-12-05a.xml,,,,
uk.org.publicwhip/debate/2015-02-11d.804.0,2015-02-11,debates2015-02-11d.xml,"Opposition Day
	 — 
	[17th Allotted Day]",804,013:48:00,"http://www.publications.parliament.uk/pa/cm201415/cmhansrd/cm150211/debtext/150211-0002.htm#150211-0002.htm_para18"
uk.org.publicwhip/debate/2015-03-03b.789.1,2015-03-03,debates2015-03-03b.xml,FOREIGN AND COMMONWEALTH OFFICE,789,11:30:00,"http://www.publications.parliament.uk/pa/cm201415/cmhansrd/cm150303/debtext/150303-0001.htm#skipToContent"
uk.org.publicwhip/debate/2015-03-09a.25.0,2015-03-09,debates2015-03-09a.xml,Armed Forces (Service Complaints and Financial Assistance) Bill [Lords],25,015:38:00,"http://www.publications.parliament.uk/pa/cm201415/cmhansrd/cm150309/debtext/150309-0001.htm#150309-0001.htm_para3"
uk.org.publicwhip/debate/2015-09-17b.1189.0,2015-09-17,debates2015-09-17b.xml,Business of the House,1189,09:30:00,"http://www.publications.parliament.uk/pa/cm201516/cmhansrd/cm150917/debtext/150917-0001.htm#150917-0001.htm_spnew118"
uk.org.publicwhip/debate/2015-10-22b.1159.0,2015-10-22,debates2015-10-22b.xml,Standing Orders (Public Business),1159,012:12:00,"http://www.publications.parliament.uk/pa/cm201516/cmhansrd/cm151022/debtext/151022-0002.htm#151022-0002.htm_spnew89"
debates2015-10-23b.xml_default,2015-10-23,debates2015-10-23b.xml,,,,
uk.org.publicwhip/debate/2015-10-28a.337.0,2015-10-28,debates2015-10-28a.xml,PRIME MINISTER,337,11:30:00,"http://www.publications.parliament.uk/pa/cm201516/cmhansrd/cm151028/debtext/151028-0001.htm#151028-0001.htm_spnew65"
uk.org.publicwhip/debate/2015-11-02b.697.4,2015-11-02,debates2015-11-02b.xml,WORK AND PENSIONS,697,14:30:00,"http://www.publications.parliament.uk/pa/cm201516/cmhansrd/cm151102/debtext/151102-0001.htm#151102-0001.htm_para0"
uk.org.publicwhip/debate/2015-12-10c.1169.0,2015-12-10,debates2015-12-10c.xml,Backbench Business,1169,012:04:00,"http://www.publications.parliament.uk/pa/cm201516/cmhansrd/cm151210/debtext/151210-0002.htm#151210-0002.htm_spnew61"
uk.org.publicwhip/debate/2016-01-19c.1249.1,2016-01-19,debates2016-01-19c.xml,TREASURY,1249,11:30:00,"http://www.publications.parliament.uk/pa/cm201516/cmhansrd/cm160119/debtext/160119-0001.htm#160119-0001.htm_dpthd0"
uk.org.publicwhip/debate/2016-02-02a.779.0,2016-02-02,debates2016-02-02a.xml,UK’s Relationship with the EU,779,11:30:00,"http://www.publications.parliament.uk/pa/cm201516/cmhansrd/cm160202/debtext/160202-0001.htm#ordayhd_0"
uk.org.publicwhip/debate/2016-02-04a.1119.1,2016-02-04,debates2016-02-04a.xml,Parliamentary Sovereignty and EU Renegotiations,1119,011:56:00,"http://www.publications.parliament.uk/pa/cm201516/cmhansrd/cm160204/debtext/160204-0002.htm#ordayhd_5"
uk.org.publicwhip/debate/2016-02-29c.736.0,2016-02-29,debates2016-02-29c.xml,UK STEEL INDUSTRY,736,18:30:00,""
uk.org.publicwhip/debate/2016-03-08b.115.1,2016-03-08,debates2016-03-08b.xml,JUSTICE,115,"",""
uk.org.publicwhip/debate/2016-03-09a.266.5,2016-03-09,debates2016-03-09a.xml,PRIME MINISTER,266,11:30:00,"http://www.publications.parliament.uk/pa/cm201516/cmhansrd/cm160309/debtext/160309-0001.htm#160309-0001.htm_dpthd1"
uk.org.publicwhip/debate/2016-06-14b.1643.4,2016-06-14,debates2016-06-14b.xml,WALES BILL,1643,12:36:00,""
uk.org.publicwhip/debate/2016-06-15b.1748.2,2016-06-15,debates2016-06-15b.xml,PRIME MINISTER,1748,"",""
uk.org.publicwhip/debate/2016-06-27b.21.2,2016-06-27,debates2016-06-27b.xml,OUTCOME OF THE EU REFERENDUM,21,"",""
uk.org.publicwhip/debate/2016-06-29d.290.0,2016-06-29,debates2016-06-29d.xml,PRIME MINISTER,290,"",""
uk.org.publicwhip/debate/2016-07-05a.725.1,2016-07-05,debates2016-07-05a.xml,HEALTH,725,"",""
uk.org.publicwhip/debate/2016-07-14c.425.0,2016-07-14,debates2016-07-14c.xml,BUSINESS OF THE HOUSE,425,"",""
uk.org.publicwhip/debate/2016-09-14c.889.0,2016-09-14,debates2016-09-14c.xml,PRIME MINISTER,889,"",""
uk.org.publicwhip/debate/2016-11-14e.1.1,2016-11-14,debates2016-11-14e.xml,EDUCATION,1,"",""
uk.org.publicwhip/debate/2016-11-15b.101.1,2016-11-15,debates2016-11-15b.xml,HEALTH,101,"",""
uk.org.publicwhip/debate/2016-11-25a.1214.12,2016-11-25,debates2016-11-25a.xml,REGISTRATION OF MARRIAGE BILL,1214,14:30:00,""
uk.org.publicwhip/debate/2016-12-06b.130.6,2016-12-06,debates2016-12-06b.xml,CASEY REPORT,130,12:37:00,""
uk.org.publicwhip/debate/2016-12-12b.588.0,2016-12-12,debates2016-12-12b.xml,PETITION - A509 DEVELOPMENT ASHTON GROVE,588,19:55:00,""
uk.org.publicwhip/debate/2016-12-13b.597.1,2016-12-13,debates2016-12-13b.xml,"BUSINESS, ENERGY AND INDUSTRIAL STRATEGY",597,"",""
uk.org.publicwhip/debate/2016-12-20b.1291.1,2016-12-20,debates2016-12-20b.xml,HEALTH,1291,"",""
uk.org.publicwhip/debate/2017-01-18a.954.0,2017-01-18,debates2017-01-18a.xml,"LEAVING THE EU: SECURITY, LAW ENFORCEMENT AND CRIMINAL JUSTICE",954,13:22:00,""
uk.org.publicwhip/debate/2017-02-21b.847.5,2017-02-21,debates2017-02-21b.xml,THE SECRETARY OF STATE WAS ASKED—,847,"",""
uk.org.publicwhip/debate/2017-02-23b.1127.1,2017-02-23,debates2017-02-23b.xml,TRANSPORT,1127,"",""
uk.org.publicwhip/debate/2017-03-02a.469.0,2017-03-02,debates2017-03-02a.xml,INTERNATIONAL WOMEN’S DAY,469,12:54:00,""
uk.org.publicwhip/debate/2017-03-09b.965.0,2017-03-09,debates2017-03-09b.xml,BUDGET RESOLUTIONS - AMENDMENT OF THE LAW,965,11:45:00,""
uk.org.publicwhip/debate/2017-03-14b.157.1,2017-03-14,debates2017-03-14b.xml,"BUSINESS, ENERGY AND INDUSTRIAL STRATEGY",157,"",""
uk.org.publicwhip/debate/2017-03-14b.178.13,2017-03-14,debates2017-03-14b.xml,EUROPEAN COUNCIL,178,"",""
uk.org.publicwhip/debate/2017-03-16a.513.1,2017-03-16,debates2017-03-16a.xml,"CULTURE, MEDIA AND SPORT",513,"",""
uk.org.publicwhip/debate/2017-04-19a.731.0,2017-04-19,debates2017-04-19a.xml,SECTION 5 OF THE EUROPEAN COMMUNITIES (AMENDMENT) ACT 1993,731,15:30:00,""
uk.org.publicwhip/debate/2017-04-20a.775.8,2017-04-20,debates2017-04-20a.xml,CHURCH COMMISSIONERS,775,"",""
uk.org.publicwhip/debate/2017-06-21a.36.0,2017-06-21,debates2017-06-21a.xml,DEBATE ON THE ADDRESS,36,14:30:00,""
uk.org.publicwhip/debate/2017-06-26a.367.2,2017-06-26,debates2017-06-26a.xml,BREXIT AND FOREIGN AFFAIRS,367,18:14:00,""
uk.org.publicwhip/debate/2017-07-03e.898.7,2017-07-03,debates2017-07-03e.xml,NORTHERN IRELAND: POLITICAL SITUATION,898,15:36:00,""
uk.org.publicwhip/debate/2017-07-04e.1040.0,2017-07-04,debates2017-07-04e.xml,POINTS OF ORDER,1040,13:19:00,""
uk.org.publicwhip/debate/2017-07-10a.1.1,2017-07-10,debates2017-07-10a.xml,DEFENCE,1,"",""
uk.org.publicwhip/debate/2017-07-18b.810.1,2017-07-18,debates2017-07-18b.xml,PETITION - REMOVAL OF GREENFIELD SITES IN BULKINGTON FROM NUNEATON AND BEDWORTH BOROUGH PLAN,810,18:30:00,""
uk.org.publicwhip/debate/2017-09-06c.196.0,2017-09-06,debates2017-09-06c.xml,TAXABLE BENEFITS,196,14:49:00,""
uk.org.publicwhip/debate/2017-10-12b.423.1,2017-10-12,debates2017-10-12b.xml,INTERNATIONAL TRADE,423,"",""
uk.org.publicwhip/debate/2017-10-17b.695.1,2017-10-17,debates2017-10-17b.xml,FOREIGN AND COMMONWEALTH OFFICE,695,"",""
uk.org.publicwhip/debate/2017-10-18a.823.1,2017-10-18,debates2017-10-18a.xml,INTERNATIONAL DEVELOPMENT,823,"",""
uk.org.publicwhip/debate/2017-10-19c.969.1,2017-10-19,debates2017-10-19c.xml,TRANSPORT,969,"",""
uk.org.publicwhip/debate/2017-10-23a.59.4,2017-10-23,debates2017-10-23a.xml,AUTOMATED AND ELECTRIC VEHICLES BILL,59,17:32:00,""
uk.org.publicwhip/debate/2017-10-31a.719.0,2017-10-31,debates2017-10-31a.xml,FINANCE BILL,719,13:15:00,""
uk.org.publicwhip/debate/2017-11-07c.1332.3,2017-11-07,debates2017-11-07c.xml,EXITING THE EU: SECTORAL ANALYSIS,1332,"",""
uk.org.publicwhip/debate/2017-11-07c.1387.0,2017-11-07,debates2017-11-07c.xml,TEMPORARY ACCOMMODATION,1387,15:24:00,""
uk.org.publicwhip/debate/2017-11-20b.728.11,2017-11-20,debates2017-11-20b.xml,STUDENT LOANS COMPANY,728,"",""
uk.org.publicwhip/debate/2017-11-28b.173.3,2017-11-28,debates2017-11-28b.xml,POINTS OF ORDER,173,12:37:00,""
uk.org.publicwhip/debate/2017-12-13b.403.0,2017-12-13,debates2017-12-13b.xml,EUROPEAN UNION (WITHDRAWAL) BILL,403,12:49:00,""
uk.org.publicwhip/debate/2017-12-14a.604.4,2017-12-14,debates2017-12-14a.xml,SPEAKER'S STATEMENT,604,"",""
uk.org.publicwhip/debate/2017-12-21a.1323.0,2017-12-21,debates2017-12-21a.xml,RUSSIAN INTERFERENCE IN UK POLITICS,1323,12:32:00,""
uk.org.publicwhip/debate/2017-12-21a.1357.0,2017-12-21,debates2017-12-21a.xml,CHRISTMAS ADJOURNMENT,1357,14:33:00,""
uk.org.publicwhip/debate/2018-01-15b.610.9,2018-01-15,debates2018-01-15b.xml,NATIONAL SECURITY CAPABILITY REVIEW,610,"",""
uk.org.publicwhip/debate/2018-01-16b.705.1,2018-01-16,debates2018-01-16b.xml,TREASURY,705,"",""
uk.org.publicwhip/debate/2018-01-25b.422.6,2018-01-25,debates2018-01-25b.xml,MODERNISING DEFENCE PROGRAMME,422,10:33:00,""
uk.org.publicwhip/debate/2018-02-01c.976.2,2018-02-01,debates2018-02-01c.xml,CAPITA,976,"",""
uk.org.publicwhip/debate/2018-02-06c.1331.5,2018-02-06,debates2018-02-06c.xml,HEALTH AND SOCIAL CARE,1331,"",""
uk.org.publicwhip/debate/2018-02-06c.1416.0,2018-02-06,debates2018-02-06c.xml,"HOUSING, PLANNING AND THE GREEN BELT",1416,16:05:00,""
uk.org.publicwhip/debate/2018-02-07a.1473.1,2018-02-07,debates2018-02-07a.xml,NORTHERN IRELAND,1473,"",""
uk.org.publicwhip/debate/2018-02-08c.1633.7,2018-02-08,debates2018-02-08c.xml,ATTORNEY GENERAL,1633,"",""
uk.org.publicwhip/debate/2018-02-27c.661.1,2018-02-27,debates2018-02-27c.xml,TREASURY,661,"",""
uk.org.publicwhip/debate/2018-03-08b.470.4,2018-03-08,debates2018-03-08b.xml,BUSINESS OF THE HOUSE,470,10:30:00,""
uk.org.publicwhip/debate/2018-03-26a.521.3,2018-03-26,debates2018-03-26a.xml,EUROPEAN COUNCIL,521,15:38:00,""
uk.org.publicwhip/debate/2018-04-23b.680.2,2018-04-23,debates2018-04-23b.xml,RATING (PROPERTY IN COMMON OCCUPATION) AND COUNCIL TAX (EMPTY DWELLINGS) BILL (WAYS AND MEANS),680,20:02:00,""
uk.org.publicwhip/debate/2018-05-02a.301.7,2018-05-02,debates2018-05-02a.xml,PRIME MINISTER,301,"",""
uk.org.publicwhip/debate/2018-05-17a.427.0,2018-05-17,debates2018-05-17a.xml,BUSINESS OF THE HOUSE,427,"",""
uk.org.publicwhip/debate/2018-06-25d.648.8,2018-06-25,debates2018-06-25d.xml,BUSINESS OF THE HOUSE,648,17:43:00,""
uk.org.publicwhip/debate/2018-06-28d.1038.2,2018-06-28,debates2018-06-28d.xml,NUCLEAR SECTOR DEAL,1038,"",""
uk.org.publicwhip/debate/2018-07-03d.145.4,2018-07-03,debates2018-07-03d.xml,TREASURY,145,"",""
uk.org.publicwhip/debate/2018-07-05d.469.1,2018-07-05,debates2018-07-05d.xml,TRANSPORT,469,"",""
uk.org.publicwhip/debate/2018-07-11c.1076.7,2018-07-11,debates2018-07-11c.xml,PETITION - HOME EDUCATION: DRAFT GUIDANCE AND CONSULTATION,1076,18:35:00,""
uk.org.publicwhip/debate/2018-07-16a.52.9,2018-07-16,debates2018-07-16a.xml,MINISTERIAL CODE,52,16:38:00,""
uk.org.publicwhip/debate/2018-07-24b.924.0,2018-07-24,debates2018-07-24b.xml,STANDARDS,924,15:20:00,""
uk.org.publicwhip/debate/2018-10-16a.612.1,2018-10-16,debates2018-10-16a.xml,DELEGATED LEGISLATION,612,18:45:00,""
uk.org.publicwhip/debate/2018-10-25a.466.6,2018-10-25,debates2018-10-25a.xml,IMMIGRATION: DNA TESTS,466,11:07:00,""
uk.org.publicwhip/debate/2018-10-25a.525.0,2018-10-25,debates2018-10-25a.xml,M26 CLOSURES,525,15:27:00,""
uk.org.publicwhip/debate/2018-11-27b.210.2,2018-11-27,debates2018-11-27b.xml,PETITION - A NATIONAL CARERS STRATEGY FOR UNPAID CARERS,210,15:49:00,""
uk.org.publicwhip/debate/2018-12-10b.1.1,2018-12-10,debates2018-12-10b.xml,"HOUSING, COMMUNITIES AND LOCAL GOVERNMENT",1,"",""
uk.org.publicwhip/debate/2018-12-12b.285.0,2018-12-12,debates2018-12-12b.xml,INSTITUTE FOR STATECRAFT: INTEGRITY INITIATIVE,285,"",""
uk.org.publicwhip/debate/2018-12-13a.451.0,2018-12-13,debates2018-12-13a.xml,POINTS OF ORDER,451,13:10:00,""
uk.org.publicwhip/debate/2018-12-19e.857.0,2018-12-19,debates2018-12-19e.xml,Leaving the EU: No Deal,857,15:34:00,""
uk.org.publicwhip/debate/2018-12-19e.862.0,2018-12-19,debates2018-12-19e.xml,Leaving the EU: No Deal,862,16:15:00,""
uk.org.publicwhip/debate/2019-01-07c.24.6,2019-01-07,debates2019-01-07c.xml,EU WITHDRAWAL AGREEMENT: LEGAL CHANGES,24,"",""
uk.org.publicwhip/debate/2019-01-08b.147.1,2019-01-08,debates2019-01-08b.xml,"BUSINESS, ENERGY AND INDUSTRIAL STRATEGY",147,"",""
uk.org.publicwhip/debate/2019-01-08b.188.5,2019-01-08,debates2019-01-08b.xml,SEABORNE FREIGHT,188,12:51:00,""
uk.org.publicwhip/debate/2019-01-21a.81.0,2019-01-21,debates2019-01-21a.xml,HEALTHCARE (INTERNATIONAL ARRANGEMENTS) BILL,81,18:02:00,""
uk.org.publicwhip/debate/2019-01-22c.109.1,2019-01-22,debates2019-01-22c.xml,FOREIGN AND COMMONWEALTH OFFICE,109,"",""
uk.org.publicwhip/debate/2019-01-23b.225.1,2019-01-23,debates2019-01-23b.xml,WALES,225,"",""
uk.org.publicwhip/debate/2019-01-23b.283.8,2019-01-23,debates2019-01-23b.xml,DELEGATED LEGISLATION,283,14:30:00,""
uk.org.publicwhip/debate/2019-01-30a.811.2,2019-01-30,debates2019-01-30a.xml,PRIME MINISTER,811,"",""
uk.org.publicwhip/debate/2019-01-31c.959.0,2019-01-31,debates2019-01-31c.xml,BUSINESS OF THE HOUSE,959,"",""
uk.org.publicwhip/debate/2019-02-04c.87.0,2019-02-04,debates2019-02-04c.xml,SOCIAL SECURITY,87,19:13:00,""
uk.org.publicwhip/debate/2019-02-06a.335.0,2019-02-06,debates2019-02-06a.xml,POINTS OF ORDER,335,"",""
uk.org.publicwhip/debate/2019-02-21a.1618.4,2019-02-21,debates2019-02-21a.xml,FUTURE FREE TRADE AGREEMENTS,1618,10:36:00,""
uk.org.publicwhip/debate/2019-03-06c.1059.3,2019-03-06,debates2019-03-06c.xml,DELEGATED LEGISLATION,1059,18:37:00,""
uk.org.publicwhip/debate/2012-01-20a.969.0,2012-01-20,debates2012-01-20a.xml,Daylight Saving Bill,969,009:35:00,"http://www.publications.parliament.uk/pa/cm201212/cmhansrd/cm120120/debtext/120120-0001.htm#12012017000003"
uk.org.publicwhip/debate/2012-05-09c.1.4,2012-05-09,debates2012-05-09c.xml,OUTLAWRIES BILL,1,014:30:00,"http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm120509/debtext/120509-0001.htm#12050914000007"
uk.org.publicwhip/debate/2012-05-23c.1122.6,2012-05-23,debates2012-05-23c.xml,PRIME MINISTER,1122,11:30:00,"http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm120523/debtext/120523-0001.htm#120523-0001.htm_dpthd1"
uk.org.publicwhip/debate/2013-01-17a.1034.0,2013-01-17,debates2013-01-17a.xml,Business of the House,1034,010:33:00,"http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130117/debtext/130117-0001.htm#13011761000003"
uk.org.publicwhip/debate/2013-02-11b.628.0,2013-02-11,debates2013-02-11b.xml,European Union (Approvals) Bill,628,018:41:00,"http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130211/debtext/130211-0002.htm#13021125000001"
uk.org.publicwhip/debate/2013-02-14a.1060.0,2013-02-14,debates2013-02-14a.xml,Business of the House,1060,011:12:00,"http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130214/debtext/130214-0001.htm#st_1"
uk.org.publicwhip/debate/2013-04-24a.876.7,2013-04-24,debates2013-04-24a.xml,PRIME MINISTER,876,11:30:00,"http://www.publications.parliament.uk/pa/cm201213/cmhansrd/cm130424/debtext/130424-0001.htm#130424-0001.htm_dpthd1"
uk.org.publicwhip/debate/2013-05-10a.259.3,2013-05-10,debates2013-05-10a.xml,Jobs and Business,259,09:30:00,"http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm130510/debtext/130510-0001.htm#topichd_1"
uk.org.publicwhip/debate/2013-05-13a.349.3,2013-05-13,debates2013-05-13a.xml,Health and Social Care,349,014:35:00,"http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm130513/debtext/130513-0001.htm#topichd_1"
uk.org.publicwhip/debate/2013-06-05b.1508.8,2013-06-05,debates2013-06-05b.xml,PRIME MINISTER,1508,11:30:00,"http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm130605/debtext/130605-0001.htm#130605-0001.htm_dpthd1"
uk.org.publicwhip/debate/2013-06-18c.739.7,2013-06-18,debates2013-06-18c.xml,FOREIGN AND COMMONWEALTH OFFICE,739,11:30:00,"http://www.publications.parliament.uk/pa/cm201314/cmhansrd/cm130618/debtext/130618-0001.htm#130618-0001.htm_dpthd0"
uk.org.publicwhip/debate/2021-05-12b.137.0,2021-05-12,debates2021-05-12b.xml,Covid-19 Update,137,12:24:00,""
uk.org.publicwhip/debate/2021-05-18b.543.0,2021-05-18,debates2021-05-18b.xml,Ministerial Code/Register of Ministers’ Interests,543,12:35:00,""
uk.org.publicwhip/debate/2021-05-19d.690.3,2021-05-19,debates2021-05-19d.xml,Prime Minister,690,"",""
uk.org.publicwhip/debate/2021-06-10c.1174.0,2021-06-10,debates2021-06-10c.xml,"Aviation, Travel and Tourism Industries",1174,13:57:00,""
uk.org.publicwhip/debate/2021-06-23b.833.3,2021-06-23,debates2021-06-23b.xml,Scotland,833,"",""
uk.org.publicwhip/debate/2021-07-08a.1047.4,2021-07-08,debates2021-07-08a.xml,Cabinet Office,1047,"",""
uk.org.publicwhip/debate/2021-09-14d.840.0,2021-09-14,debates2021-09-14d.xml,Health and Social Care Levy Bill,840,14:08:00,""
uk.org.publicwhip/debate/2021-10-18d.535.1,2021-10-18,debates2021-10-18d.xml,Home Department,535,14:34:00,""
uk.org.publicwhip/debate/2021-10-25a.63.0,2021-10-25,debates2021-10-25a.xml,Animal Welfare (Kept Animals) Bill,63,17:24:00,""
uk.org.publicwhip/debate/2021-11-22b.23.0,2021-11-22,debates2021-11-22b.xml,Channel Crossings in Small Boats,23,"",""
uk.org.publicwhip/debate/2021-11-23b.201.0,2021-11-23,debates2021-11-23b.xml,Health and Care Bill,201,13:37:00,""
uk.org.publicwhip/debate/2021-12-02b.1029.1,2021-12-02,debates2021-12-02b.xml,International Trade,1029,"",""
uk.org.publicwhip/debate/2021-12-07c.216.0,2021-12-07,debates2021-12-07c.xml,Nationality and Borders Bill,216,14:04:00,""
uk.org.publicwhip/debate/2022-01-17c.38.0,2022-01-17,debates2022-01-17c.xml,BBC Funding,38,15:40:00,""
uk.org.publicwhip/debate/2022-01-31c.23.0,2022-01-31,debates2022-01-31c.xml,Sue Gray Report,23,"",""
uk.org.publicwhip/debate/2022-02-02d.349.0,2022-02-02,debates2022-02-02d.xml,Finance (No. 2) Bill,349,16:27:00,""
uk.org.publicwhip/debate/2022-02-07d.695.0,2022-02-07,debates2022-02-07d.xml,Prime Minister’s Chief of Staff Appointment,695,15:34:00,""
uk.org.publicwhip/debate/2022-02-09b.923.1,2022-02-09,debates2022-02-09b.xml,Wales,923,"",""
uk.org.publicwhip/debate/2022-03-02a.1097.0,2022-03-02,debates2022-03-02a.xml,Support for Ukraine and Countering Threats from Russia,1097,15:34:00,""
uk.org.publicwhip/debate/2022-03-08c.175.3,2022-03-08,debates2022-03-08c.xml,"Foreign, Commonwealth and Development Office",175,"",""
uk.org.publicwhip/debate/2022-03-10d.579.0,2022-03-10,debates2022-03-10d.xml,Sir Richard Shepherd,579,17:02:00,""
uk.org.publicwhip/debate/2022-04-21b.311.1,2022-04-21,debates2022-04-21b.xml,International Trade,311,"",""
uk.org.publicwhip/debate/2022-07-05c.749.2,2022-07-05,debates2022-07-05c.xml,Department for Work and Pensions,749,13:29:00,""
uk.org.publicwhip/debate/2022-07-21b.1119.0,2022-07-21,debates2022-07-21b.xml,Business of the House,1119,11:03:00,""
uk.org.publicwhip/debate/2022-09-06d.138.0,2022-09-06,debates2022-09-06d.xml,Trade (Australia and  New Zealand) Bill,138,13:52:00,""
uk.org.publicwhip/debate/2022-11-17d.805.2,2022-11-17,debates2022-11-17d.xml,The Secretary of State was asked—,805,"",""
uk.org.publicwhip/debate/2022-11-17d.844.0,2022-11-17,debates2022-11-17d.xml,Autumn Statement,844,10:36:00,""
uk.org.publicwhip/debate/2022-11-22c.172.2,2022-11-22,debates2022-11-22c.xml,Energy (oil and gas) profits levy,172,13:23:00,""
uk.org.publicwhip/debate/2022-12-19b.46.0,2022-12-19,debates2022-12-19b.xml,Convention on Biodiversity COP15: Outcomes,46,16:17:00,""
uk.org.publicwhip/debate/2019-03-13b.345.0,2019-03-13,debates2019-03-13b.xml,SPRING STATEMENT,345,"",""
uk.org.publicwhip/debate/2019-03-14c.552.3,2019-03-14,debates2019-03-14c.xml,BUSINESS OF THE HOUSE (TODAY),552,12:04:00,""
uk.org.publicwhip/debate/2019-03-18c.774.3,2019-03-18,debates2019-03-18c.xml,SPEAKER’S STATEMENT,774,"",""
uk.org.publicwhip/debate/2019-03-18c.833.1,2019-03-18,debates2019-03-18c.xml,INTERSERVE,833,17:59:00,""
uk.org.publicwhip/debate/2019-03-21a.1234.8,2019-03-21,debates2019-03-21a.xml,BUSINESS OF THE HOUSE,1234,10:41:00,""
uk.org.publicwhip/debate/2019-03-28b.566.6,2019-03-28,debates2019-03-28b.xml,HOUSEHOLDS BELOW AVERAGE INCOME STATISTICS,566,10:42:00,""
uk.org.publicwhip/debate/2019-03-28b.664.1,2019-03-28,debates2019-03-28b.xml,BUSINESS OF THE HOUSE,664,16:57:00,""
uk.org.publicwhip/debate/2019-04-03b.1057.0,2019-04-03,debates2019-04-03b.xml,BUSINESS OF THE HOUSE,1057,13:46:00,""
uk.org.publicwhip/debate/2019-04-03b.1218.5,2019-04-03,debates2019-04-03b.xml,PETITION - TV LICENCES FOR OVER-75S,1218,22:11:00,""
